Time (sec),A/F Correction #1,A/F Correction #3,A/F Learning #1,A/F Sensor #1 Ratio,AVCS Intake Left,AVCS Intake Right,Closed Loop Fuel Target,Closed/Open Loop Switch,Commanded Fuel Final,Coolant Temperature,Dynamic Advance Multiplier,Engine Speed,Feedback Knock Correction,Hot-Restart Enrichment,Ignition Timing,Inj. #1 Pulse Width {No Latency},Manifold Rel. Pressure,Mass Airflow,Primary Ignition,Sensor Input Monitor Only {Rear O2},Tip-in Enrich. {Last Applied},Wall Wetting Final,Warm-Up Enrichment,Inj. Duty Cycle
325.988,0.00,2.42,0.00,15.73,1,0,14.89,Open,14.53,178,0.5000,2640,0.00,0.0000,24.00,0.000,-10.69,12.65,23.95,16.93,0.0000,0.0000,0.0000,2.25
326.113,0.00,2.42,0.00,18.60,0,0,14.89,Open,14.54,178,0.5000,2406,0.00,0.0000,24.00,0.000,-10.63,11.56,23.95,17.92,0.0000,0.0000,0.0000,2.05
326.252,0.00,2.42,0.00,20.67,0,0,14.91,Open,14.54,178,0.5000,2226,0.00,0.0000,24.00,0.000,-10.49,10.51,23.95,17.99,0.0000,0.0000,0.0000,1.90
326.370,0.00,2.42,0.00,20.67,0,0,14.91,Open,14.55,178,0.5000,2341,0.00,0.0000,24.00,0.000,-10.59,9.75,23.95,17.97,0.0000,0.0000,0.0000,2.00
326.499,0.00,2.42,0.00,20.67,0,0,14.91,Open,14.55,178,0.5000,2287,0.00,0.0000,24.50,0.428,-10.62,9.93,25.92,17.92,0.0000,0.0000,0.0000,2.93
326.629,0.00,2.42,0.00,20.67,0,0,14.91,Open,14.54,178,0.5000,2270,0.00,0.0000,29.50,0.479,-10.43,11.68,31.18,17.78,0.0000,0.0006,0.0000,2.91
326.757,0.00,2.42,0.00,20.67,4,5,14.91,Open,14.54,178,0.5000,2284,0.00,0.0000,35.00,0.535,-10.56,11.51,36.45,17.99,0.0000,0.0000,0.0000,2.92
326.886,0.00,2.42,0.00,20.67,9,7,14.91,Open,14.54,178,0.5000,2294,0.00,0.0000,40.50,0.544,-10.62,11.62,41.39,17.91,0.0000,0.0000,0.0000,2.94
327.018,0.00,2.42,0.00,20.67,11,9,14.91,Open,14.54,178,0.5000,2246,0.00,0.0000,45.00,0.557,-10.60,11.39,45.04,18.00,0.0000,0.0000,0.0000,2.87
327.144,0.00,2.42,0.00,20.67,11,9,14.91,Open,14.54,178,0.5000,2267,0.00,0.0000,45.00,0.547,-10.59,11.39,45.04,16.15,0.0000,0.0000,0.0000,2.90
327.273,0.00,2.42,0.00,17.80,10,8,14.91,Open,14.54,178,0.5000,2252,0.00,0.0000,45.00,0.569,-10.53,12.05,45.04,15.15,0.0000,0.0000,0.0000,2.88
327.402,0.00,2.42,0.00,15.16,10,9,14.91,Open,14.54,178,0.5000,2250,0.00,0.0000,45.00,0.597,-10.47,12.38,45.04,14.42,0.0000,0.0006,0.0000,2.88
327.531,0.00,0.39,0.00,14.59,11,8,14.60,Closed,14.53,178,0.5000,2264,0.00,0.0000,45.00,0.612,-10.40,12.43,45.04,14.57,0.0000,0.0009,0.0000,2.90
327.671,0.00,0.39,0.00,14.70,10,9,14.60,Closed,14.53,178,0.5000,2264,0.00,0.0000,45.00,0.623,-10.37,12.58,45.04,14.51,0.0000,0.0009,0.0000,2.90
327.790,0.00,0.78,0.00,14.59,11,9,14.59,Closed,14.53,178,0.5000,2244,0.00,0.0000,45.00,0.625,-10.36,12.63,45.04,14.57,0.0000,0.0008,0.0000,2.87
327.919,-0.78,0.78,0.00,14.36,10,8,14.66,Closed,14.52,178,0.5000,2240,0.00,0.0000,45.00,0.625,-10.34,12.68,45.04,14.41,0.0000,0.0008,0.0000,2.87
328.048,-1.56,0.78,0.00,14.47,11,9,14.66,Closed,14.52,178,0.5000,2221,0.00,0.0000,45.00,0.640,-10.27,13.12,45.04,14.34,0.0000,0.0011,0.0000,2.84
328.177,-0.78,0.78,0.00,14.59,10,8,14.66,Closed,14.52,178,0.5000,2230,0.00,0.0000,45.00,0.654,-10.22,13.17,45.04,14.51,0.0000,0.0013,0.0000,3.33
328.305,-0.78,0.78,0.00,14.70,10,9,14.66,Closed,14.96,178,0.5000,2235,0.00,0.0000,45.00,0.640,-10.17,13.39,45.04,14.56,0.0000,0.0013,0.0000,3.34
328.434,-0.78,2.73,0.00,14.70,11,10,14.94,Closed,15.45,178,0.5000,2236,0.00,0.0000,45.00,0.619,-10.15,13.35,45.04,14.60,0.0000,0.0012,0.0000,2.86
328.564,-1.56,2.73,0.00,14.81,12,10,14.92,Closed,15.65,178,0.5000,2215,0.00,0.0000,45.00,0.620,-10.12,13.44,45.04,14.60,0.0000,0.0010,0.0000,2.83
328.693,-0.78,2.73,0.00,14.93,13,11,14.92,Closed,15.78,178,0.5000,2209,0.00,0.0000,45.00,0.623,-10.12,13.54,45.04,15.02,0.0000,0.0009,0.0000,2.83
328.822,0.00,2.81,0.00,15.16,13,11,14.91,Closed,15.80,178,0.5000,2228,0.00,0.0000,45.00,0.629,-10.12,13.48,45.04,15.15,0.0000,0.0011,0.0000,2.85
328.951,0.78,2.81,0.00,15.39,13,12,14.92,Closed,15.75,178,0.5000,2217,0.00,0.0000,45.00,0.666,-10.01,14.18,45.04,15.43,0.0000,0.0014,0.0000,3.31
329.079,1.56,2.81,0.00,15.27,15,13,14.91,Closed,15.89,178,0.5000,2205,0.00,0.0000,45.00,0.677,-9.95,14.33,45.04,15.31,0.0000,0.0014,0.0000,3.29
329.208,3.13,2.81,0.00,15.39,16,14,14.91,Closed,16.06,178,0.5000,2202,0.00,0.0000,45.00,0.700,-9.90,14.70,45.04,15.41,0.0000,0.0014,0.0000,3.29
329.337,4.69,2.81,0.00,15.62,18,16,14.91,Closed,16.15,178,0.5000,2209,0.00,0.0000,45.00,0.729,-9.80,15.10,45.04,15.60,0.0000,0.0017,0.0000,3.30
329.467,5.47,2.89,0.00,15.50,20,17,14.91,Closed,16.29,178,0.5000,2206,0.00,0.0000,45.00,0.744,-9.71,15.94,45.04,15.43,0.0000,0.0022,0.0000,3.29
329.596,6.25,2.89,0.00,15.39,21,19,14.92,Closed,16.43,178,0.5000,2193,0.00,0.0000,45.00,0.791,-9.52,16.69,45.04,15.23,0.0000,0.0029,0.0000,3.27
329.725,7.81,2.89,0.00,15.39,23,22,14.93,Closed,16.55,178,0.5000,2190,0.00,0.0000,45.00,0.827,-9.33,16.85,45.04,15.52,0.0000,0.0033,0.0000,3.27
329.853,8.59,2.97,0.00,15.39,28,24,14.93,Closed,16.60,178,0.5000,2198,0.00,0.0000,45.00,0.865,-9.11,17.36,45.04,15.30,0.0000,0.0042,0.0000,3.28
329.982,10.16,2.97,0.00,15.39,31,26,14.94,Closed,16.58,178,0.5000,2201,0.00,0.0000,45.00,0.888,-8.95,17.34,45.04,15.43,0.0000,0.0045,0.0000,3.76
330.112,9.38,2.97,0.00,15.16,33,30,14.94,Closed,16.59,178,0.5000,2189,0.00,0.0000,45.00,0.889,-8.78,17.18,45.04,15.34,0.0000,0.0044,0.0000,3.27
330.241,9.38,2.81,0.00,14.93,34,31,14.92,Closed,16.55,178,0.5000,2195,0.00,0.0000,45.00,0.894,-8.68,17.26,45.04,14.82,0.0000,0.0043,0.0000,3.75
330.369,9.38,1.72,0.00,14.93,34,32,14.76,Closed,16.64,178,0.5000,2192,0.00,0.0000,43.50,0.839,-8.81,14.63,42.08,14.98,0.0000,-0.0309,0.0000,3.27
330.498,0.00,1.88,0.00,14.93,19,15,14.78,Open,16.42,178,0.5000,2178,0.00,0.0000,38.00,0.000,-9.86,10.45,36.48,14.93,0.0000,-0.0010,0.0000,1.86
330.627,0.00,1.88,0.00,15.16,1,0,14.82,Open,15.00,178,0.5000,2116,0.00,0.0000,32.50,0.000,-10.27,9.30,31.22,15.22,0.0000,-0.0014,0.0000,1.81
330.757,0.00,1.88,0.00,16.31,0,0,14.84,Open,14.74,178,0.5000,2016,0.00,0.0000,27.50,0.000,-10.47,8.27,26.25,16.82,0.0000,-0.0016,0.0000,1.72
330.885,0.00,1.88,0.00,17.00,0,1,14.85,Open,14.64,178,0.5000,1927,0.00,0.0000,30.00,0.984,-7.90,33.52,30.97,17.91,0.0000,0.4071,0.0000,3.70
331.014,0.00,1.88,0.00,16.77,4,5,14.83,Open,11.10,178,0.5000,1772,0.00,0.0000,11.00,3.537,-0.83,52.96,4.46,18.00,0.0000,0.0730,0.0000,6.80
331.147,0.00,1.88,0.00,19.29,12,6,14.73,Open,13.88,178,0.5000,1667,0.00,0.0000,8.50,3.018,-2.41,28.35,2.81,18.00,0.0000,-0.0736,0.0000,5.33
331.272,0.00,1.88,0.00,20.67,17,8,14.84,Open,15.73,178,0.5000,2009,0.00,0.0000,26.50,1.475,-6.68,11.95,43.53,15.64,0.0000,-0.0772,0.0000,4.29
331.401,0.00,1.88,0.00,19.18,22,13,14.84,Open,15.77,178,0.5000,2335,0.00,0.0000,45.00,0.807,-9.14,10.51,45.04,13.51,0.0000,-0.0434,0.0000,3.49
331.530,0.00,1.88,0.00,16.31,27,16,14.79,Open,15.14,178,0.5000,2540,0.00,0.0000,45.00,0.531,-10.49,12.00,45.04,12.90,0.0000,-0.0041,0.0000,3.25
331.659,0.00,1.88,0.00,14.36,25,12,14.81,Open,14.59,178,0.5000,2802,0.00,0.0000,45.00,0.459,-10.87,12.81,45.04,12.87,0.0000,-0.0036,0.0000,3.59
331.788,-3.13,0.39,0.00,13.44,21,9,14.44,Closed,14.59,178,0.5000,2848,0.00,0.0000,43.50,0.425,-10.90,13.03,42.08,13.01,0.0000,-0.0031,0.0000,3.64
331.917,-3.91,0.78,0.00,13.32,2,0,14.64,Closed,14.58,178,0.5000,2800,0.00,0.0000,14.50,0.426,-10.85,12.81,36.81,13.15,0.0000,-0.0025,0.0000,3.58
332.061,-4.69,0.78,0.00,13.55,0,0,14.65,Closed,14.56,178,0.5000,2826,0.00,0.0000,9.50,0.409,-10.80,12.59,31.55,13.20,0.0000,-0.0020,0.0000,3.62
332.176,-6.25,0.78,0.00,14.70,0,0,14.65,Closed,14.56,178,0.5000,2813,0.00,0.0000,4.50,0.397,-10.83,12.65,26.28,14.93,0.0000,-0.0017,0.0000,3.60
332.306,-6.25,0.78,0.00,15.16,0,0,14.65,Closed,14.56,178,0.5000,2807,0.00,0.0000,0.50,0.398,-10.74,12.76,23.95,15.63,0.0000,-0.0013,0.0000,3.59
332.436,-6.25,0.78,0.00,16.42,0,0,14.65,Closed,14.55,178,0.5000,2787,0.00,0.0000,0.50,0.404,-10.85,12.65,23.95,15.63,0.0000,-0.0012,0.0000,3.57
332.565,-5.47,2.73,0.00,15.62,0,0,14.65,Closed,14.55,178,0.5000,2778,0.00,0.0000,24.00,0.414,-10.80,12.70,23.95,16.49,0.0000,-0.0011,0.0000,3.56
332.694,-4.69,2.73,0.00,15.96,0,0,14.94,Closed,14.55,178,0.5000,2769,0.00,0.0000,24.00,0.413,-10.94,12.32,23.95,16.22,0.0000,-0.0011,0.0000,3.54
332.822,-3.91,2.73,0.00,14.81,0,0,14.94,Closed,14.55,178,0.5000,2744,0.00,0.0000,24.00,0.412,-11.04,12.22,23.95,14.60,0.0000,-0.0010,0.0000,3.51
332.952,-3.91,-0.63,0.00,14.24,0,0,14.44,Closed,14.55,178,0.5000,2720,0.00,0.0000,24.00,0.409,-11.03,12.27,23.95,14.28,0.0000,-0.0009,0.0000,3.48
333.081,-3.91,-0.70,0.00,14.01,0,0,14.44,Closed,14.55,178,0.5000,2733,0.00,0.0000,24.00,0.411,-11.06,12.27,23.95,13.92,0.0000,-0.0007,0.0000,3.50
333.211,-3.91,-0.70,0.00,13.78,0,0,14.43,Closed,14.54,178,0.5000,2706,0.00,0.0000,24.00,0.412,-11.03,12.27,23.95,13.64,0.0000,-0.0006,0.0000,3.46
333.351,-4.69,-0.70,0.00,13.78,0,0,14.43,Closed,14.54,178,0.5000,2707,0.00,0.0000,24.00,0.411,-11.06,12.38,23.95,13.63,0.0000,-0.0005,0.0000,3.46
333.470,-4.69,0.94,0.00,14.01,0,0,14.66,Closed,14.54,178,0.5000,2713,0.00,0.0000,24.00,0.411,-11.06,12.16,23.95,13.75,0.0000,-0.0004,0.0000,3.47
333.599,-5.47,1.95,0.00,14.13,0,0,14.83,Closed,14.54,178,0.5000,2696,0.00,0.0000,24.00,0.406,-11.10,12.05,23.95,13.97,0.0000,-0.0004,0.0000,3.45
333.728,-6.25,2.73,0.00,14.24,0,0,14.93,Closed,14.54,178,0.5000,2677,0.00,0.0000,24.00,0.396,-11.07,12.05,23.95,13.70,0.0000,-0.0004,0.0000,3.43
333.857,0.00,2.73,0.00,14.24,0,0,14.93,Open,14.54,178,0.5000,2668,0.00,0.0000,24.00,0.000,-11.09,12.11,23.95,14.03,0.0000,-0.0002,0.0000,2.28
333.986,0.00,2.73,0.00,14.36,0,0,14.93,Open,14.54,178,0.5000,2664,0.00,0.0000,24.00,0.000,-11.02,11.95,23.95,14.24,0.0000,0.0000,0.0000,2.27
334.117,0.00,2.73,0.00,15.62,0,0,14.93,Open,14.54,178,0.5000,2657,0.00,0.0000,24.00,0.000,-10.91,11.89,23.95,15.60,0.0000,0.0000,0.0000,2.27
334.245,0.00,2.73,0.00,18.38,0,0,14.93,Open,14.54,178,0.5000,2624,0.00,0.0000,24.00,0.000,-10.88,11.89,23.95,18.00,0.0000,0.0000,0.0000,2.24
334.376,0.00,2.73,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2609,0.00,0.0000,24.00,0.000,-10.86,11.78,23.95,18.00,0.0000,0.0000,0.0000,2.23
334.507,0.00,2.73,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2616,0.00,0.0000,24.00,0.000,-10.86,11.95,23.95,18.00,0.0000,0.0000,0.0000,2.23
334.636,0.00,2.73,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2570,0.00,0.0000,24.00,0.000,-10.84,11.84,23.95,18.00,0.0000,0.0000,0.0000,2.19
334.766,0.00,2.73,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2574,0.00,0.0000,24.00,0.000,-10.86,11.68,23.95,17.99,0.0000,0.0000,0.0000,2.20
334.897,0.00,2.73,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2551,0.00,0.0000,24.00,0.000,-10.86,11.62,23.95,17.90,0.0000,0.0000,0.0000,2.18
335.026,0.00,2.73,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2535,0.00,0.0000,24.00,0.000,-10.84,11.51,23.95,17.95,0.0000,0.0000,0.0000,2.16
335.155,0.00,2.73,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2520,0.00,0.0000,24.00,0.000,-10.86,11.22,23.95,17.99,0.0000,0.0000,0.0000,2.15
335.286,0.00,2.73,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2519,0.00,0.0000,24.00,0.000,-10.86,11.16,23.95,17.96,0.0000,0.0000,0.0000,2.15
335.416,0.00,2.73,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2480,0.00,0.0000,24.00,0.000,-10.86,11.22,23.95,18.00,0.0000,0.0000,0.0000,2.12
335.546,0.00,2.73,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2494,0.00,0.0000,24.00,0.000,-10.86,11.33,23.95,17.71,0.0000,0.0000,0.0000,2.13
335.676,0.00,2.73,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2465,0.00,0.0000,24.00,0.000,-10.86,11.16,23.95,17.88,0.0000,0.0000,0.0000,2.10
335.806,0.00,2.73,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2449,0.00,0.0000,24.00,0.000,-10.86,11.10,23.95,17.95,0.0000,0.0000,0.0000,2.09
335.936,0.00,2.73,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2458,0.00,0.0000,24.00,0.000,-10.83,10.98,23.95,17.96,0.0000,0.0000,0.0000,2.10
336.065,0.00,2.73,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2444,0.00,0.0000,25.00,0.449,-10.84,11.04,25.92,17.94,0.0000,0.0000,0.0000,3.13
336.195,0.00,2.73,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2417,0.00,0.0000,30.00,0.453,-10.86,11.16,31.51,17.97,0.0000,0.0000,0.0000,3.09
336.327,0.00,2.73,0.00,20.67,3,3,14.94,Open,14.54,178,0.5000,2410,0.00,0.0000,35.50,0.480,-10.91,11.84,36.45,17.91,0.0000,0.0000,0.0000,3.08
336.454,0.00,2.73,0.00,20.67,6,5,14.94,Open,14.54,178,0.5000,2432,0.00,0.0000,40.50,0.509,-10.91,11.73,42.37,17.82,0.0000,0.0000,0.0000,3.11
336.584,0.00,2.73,0.00,20.67,9,7,14.94,Open,14.54,178,0.5000,2395,0.00,0.0000,45.00,0.504,-10.97,11.51,45.04,17.95,0.0000,0.0000,0.0000,3.07
336.714,0.00,2.73,0.00,20.67,9,8,14.94,Open,14.54,178,0.5000,2405,0.00,0.0000,45.00,0.496,-10.99,11.45,45.04,16.14,0.0000,0.0000,0.0000,3.08
336.842,0.00,2.73,0.00,18.15,9,8,14.94,Open,14.54,178,0.5000,2379,0.00,0.0000,45.00,0.489,-10.94,11.33,45.04,15.00,0.0000,0.0000,0.0000,3.05
336.982,0.00,2.73,0.00,15.39,10,8,14.94,Open,14.54,178,0.5000,2402,0.00,0.0000,45.00,0.492,-10.97,11.45,45.04,14.55,0.0000,0.0000,0.0000,3.07
337.101,0.00,0.39,0.00,14.36,9,8,14.60,Closed,14.54,178,0.5000,2406,0.00,0.0000,45.00,0.510,-10.92,11.89,45.04,14.27,0.0000,0.0000,0.0000,3.08
337.229,0.00,0.39,0.00,14.36,10,9,14.60,Closed,14.54,178,0.5000,2409,0.00,0.0000,45.00,0.521,-10.86,11.84,45.04,14.14,0.0000,0.0000,0.0000,3.08
337.366,0.00,0.39,0.00,14.36,9,8,14.59,Closed,14.54,178,0.5000,2416,0.00,0.0000,45.00,0.516,-10.86,11.78,45.04,14.28,0.0000,0.0000,0.0000,3.09
337.488,0.00,0.78,0.00,14.13,10,8,14.66,Closed,14.54,178,0.5000,2392,0.00,0.0000,45.00,0.513,-10.87,11.84,45.04,14.13,0.0000,0.0000,0.0000,3.06
337.621,-0.78,0.78,0.00,14.01,10,9,14.66,Closed,14.54,178,0.5000,2390,0.00,0.0000,45.00,0.511,-10.86,11.84,45.04,13.69,0.0000,0.0000,0.0000,3.06
337.746,-0.78,0.78,0.00,14.13,10,8,14.66,Closed,14.54,178,0.5000,2399,0.00,0.0000,45.00,0.508,-10.87,11.95,45.04,13.99,0.0000,0.0000,0.0000,3.07
337.875,-1.56,0.78,0.00,14.24,10,9,14.66,Closed,14.54,178,0.5000,2413,0.00,0.0000,45.00,0.506,-10.86,11.95,45.04,13.82,0.0000,0.0000,0.0000,3.09
338.005,-1.56,2.66,0.00,14.36,10,9,14.91,Closed,14.54,178,0.5000,2412,0.00,0.0000,45.00,0.506,-10.86,11.89,45.04,14.10,0.0000,0.0000,0.0000,3.09
338.135,-2.34,2.73,0.00,14.13,10,8,14.93,Closed,14.54,178,0.5000,2415,0.00,0.0000,45.00,0.504,-10.89,11.95,45.04,13.91,0.0000,0.0000,0.0000,3.09
338.264,-3.13,2.27,0.00,14.13,10,9,14.93,Closed,14.54,178,0.5000,2401,0.00,0.0000,45.00,0.495,-10.89,11.84,45.04,13.78,0.0000,0.0000,0.0000,3.07
338.395,-3.13,2.73,0.00,14.24,10,8,14.92,Closed,14.54,178,0.5000,2408,0.00,0.0000,45.00,0.486,-10.90,11.95,45.04,13.98,0.0000,0.0000,0.0000,3.08
338.525,-3.91,2.66,0.00,14.24,6,5,14.87,Closed,14.54,178,0.5000,2422,0.00,0.0000,41.00,0.478,-10.97,10.86,39.44,13.93,0.0000,0.0000,0.0000,3.10
338.654,0.00,2.66,0.00,14.13,0,0,14.93,Open,14.54,178,0.5000,2427,0.00,0.0000,36.00,0.000,-11.03,10.57,34.51,13.86,0.0000,0.0000,0.0000,2.07
338.785,0.00,2.66,0.00,14.24,0,0,14.93,Open,14.54,178,0.5000,2424,0.00,0.0000,30.50,0.000,-11.03,10.69,28.91,14.02,0.0000,-0.0001,0.0000,2.07
338.913,0.00,2.66,0.00,14.47,0,0,14.93,Open,14.54,178,0.5000,2425,0.00,0.0000,25.50,0.000,-11.03,10.63,23.98,14.41,0.0000,0.0000,0.0000,2.07
339.041,0.00,2.66,0.00,14.93,0,0,14.93,Open,14.54,178,0.5000,2447,0.00,0.0000,24.00,0.000,-11.03,10.81,23.95,15.53,0.0000,0.0000,0.0000,2.09
339.179,0.00,2.66,0.00,15.16,0,0,14.93,Open,14.54,178,0.5000,2441,0.00,0.0000,24.00,0.000,-10.99,10.92,23.95,16.30,0.0000,0.0000,0.0000,2.08
339.299,0.00,2.66,0.00,16.54,0,0,14.93,Open,14.54,178,0.5000,2424,0.00,0.0000,24.00,0.000,-10.97,10.92,23.95,18.00,0.0000,0.0000,0.0000,2.07
339.429,0.00,2.66,0.00,17.92,0,0,14.93,Open,14.54,178,0.5000,2421,0.00,0.0000,24.00,0.000,-10.93,10.92,23.95,17.70,0.0000,0.0000,0.0000,2.07
339.558,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2444,0.00,0.0000,24.00,0.000,-10.86,11.04,23.95,18.00,0.0000,0.0000,0.0000,2.09
339.689,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2440,0.00,0.0000,24.00,0.000,-10.86,10.86,23.95,17.96,0.0000,0.0000,0.0000,2.08
339.817,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2417,0.00,0.0000,24.00,0.000,-10.84,10.92,23.95,18.00,0.0000,0.0000,0.0000,2.06
339.951,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2416,0.00,0.0000,24.00,0.000,-10.84,10.92,23.95,17.96,0.0000,0.0000,0.0000,2.06
340.075,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2408,0.00,0.0000,24.00,0.000,-10.86,10.75,23.95,18.00,0.0000,0.0000,0.0000,2.06
340.204,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2420,0.00,0.0000,24.00,0.000,-10.86,10.57,23.95,18.00,0.0000,0.0000,0.0000,2.07
340.334,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2413,0.00,0.0000,24.00,0.000,-10.86,10.57,23.95,18.00,0.0000,0.0000,0.0000,2.06
340.464,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2397,0.00,0.0000,24.00,0.000,-10.81,10.75,23.95,18.00,0.0000,0.0000,0.0000,2.05
340.594,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2384,0.00,0.0000,24.00,0.000,-10.80,10.69,23.95,17.95,0.0000,0.0000,0.0000,2.03
340.727,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2372,0.00,0.0000,24.00,0.000,-10.80,10.69,23.95,18.00,0.0000,0.0000,0.0000,2.02
340.852,0.00,2.66,0.00,20.67,0,0,14.93,Open,14.54,178,0.5000,2379,0.00,0.0000,24.00,0.000,-10.80,10.69,23.95,18.00,0.0000,0.0000,0.0000,2.03
340.989,0.00,2.66,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2368,0.00,0.0000,24.00,0.000,-10.74,10.69,23.95,18.00,0.0000,0.0000,0.0000,2.02
341.109,0.00,2.66,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2361,0.00,0.0000,24.00,0.000,-10.74,10.57,23.95,17.97,0.0000,0.0000,0.0000,2.01
341.238,0.00,2.66,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2361,0.00,0.0000,24.00,0.000,-10.77,10.34,23.95,17.91,0.0000,0.0000,0.0000,2.01
341.379,0.00,2.66,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2339,0.00,0.0000,24.00,0.000,-10.74,10.22,23.95,17.99,0.0000,0.0000,0.0000,2.00
341.497,0.00,2.66,0.00,20.67,0,0,14.94,Open,14.54,178,0.5000,2328,0.00,0.0000,27.00,0.438,-10.74,10.34,28.88,18.00,0.0000,0.0000,0.0000,2.98
341.625,0.00,2.66,0.00,20.67,2,1,14.94,Open,14.54,178,0.5000,2337,0.00,0.0000,32.50,0.452,-10.76,10.92,34.15,17.81,0.0000,0.0000,0.0000,2.99
341.755,0.00,2.66,0.00,20.67,6,5,14.94,Open,14.54,178,0.5000,2301,0.00,0.0000,38.00,0.492,-10.76,11.33,39.74,17.95,0.0000,0.0000,0.0000,2.95
341.884,0.00,2.66,0.00,20.67,9,7,14.94,Open,14.54,178,0.5000,2314,0.00,0.0000,43.50,0.512,-10.81,11.51,45.04,18.00,0.0000,0.0000,0.0000,2.96
342.012,0.00,2.66,0.00,20.67,10,8,14.94,Open,14.54,178,0.5000,2293,0.00,0.0000,45.00,0.548,-10.65,12.38,45.04,18.00,0.0000,0.0007,0.0000,2.93
342.141,0.00,2.66,0.00,20.67,10,9,14.94,Open,14.53,178,0.5000,2312,0.00,0.0000,45.00,0.590,-10.54,12.38,45.04,17.29,0.0000,0.0009,0.0000,2.96
342.270,0.00,2.66,0.00,18.03,10,8,14.93,Open,14.53,178,0.5000,2271,0.00,0.0000,45.00,0.604,-10.51,12.49,45.04,16.50,0.0000,0.0012,0.0000,2.91
342.399,0.00,2.66,0.00,15.73,10,9,14.93,Open,14.52,178,0.5000,2276,0.00,0.0000,45.00,0.614,-10.42,12.59,45.04,15.81,0.0000,0.0015,0.0000,2.91
342.528,0.78,0.39,0.00,15.27,10,8,14.59,Closed,14.52,178,0.5000,2264,0.00,0.0000,45.00,0.634,-10.36,12.86,45.04,15.51,0.0000,0.0017,0.0000,3.38
342.657,0.00,0.39,0.00,14.81,10,9,14.59,Closed,14.51,178,0.5000,2260,0.00,0.0000,45.00,0.680,-10.14,14.32,45.04,14.97,0.0000,0.0023,0.0000,3.37
342.787,1.56,0.39,0.00,15.04,11,8,14.58,Closed,14.49,178,0.5000,2253,0.00,0.0000,45.00,0.751,-9.97,15.30,45.04,15.19,0.0000,0.0032,0.0000,3.36
342.916,4.69,0.86,0.00,15.50,13,12,14.64,Closed,14.47,178,0.5000,2251,0.00,0.0000,45.00,0.878,-9.68,16.64,45.04,15.72,0.0000,0.0040,0.0000,3.36
343.044,7.81,0.86,0.00,15.96,18,14,14.65,Closed,14.47,178,0.5000,2239,0.00,0.0000,45.00,0.988,-9.43,18.34,45.04,15.92,0.0000,0.0050,0.0000,3.82
343.174,10.94,0.86,0.00,15.85,23,16,14.67,Closed,14.47,178,0.5000,2224,0.00,0.0000,45.00,1.106,-9.12,18.68,45.04,15.74,0.0000,0.0054,0.0000,3.80
343.306,11.72,0.86,0.00,15.39,28,20,14.67,Closed,14.90,178,0.5000,2210,0.00,0.0000,45.00,1.086,-8.90,19.19,45.04,15.45,0.0000,0.0061,0.0000,3.77
343.432,10.16,0.78,0.00,14.70,32,22,14.93,Closed,15.34,178,0.5000,2215,0.00,0.0000,45.00,1.129,-8.45,20.39,44.84,14.69,0.0000,0.0076,0.0000,3.78
343.561,10.16,-0.70,0.00,14.47,36,25,14.43,Closed,15.63,178,0.5000,2213,0.00,0.0000,44.50,1.151,-8.21,20.76,44.67,14.51,0.0000,0.0078,0.0000,3.78
343.690,10.94,-0.23,0.00,14.70,40,27,14.45,Closed,15.87,176,0.5000,2171,0.00,0.0000,44.50,1.173,-7.88,20.52,44.54,14.71,0.0000,0.0020,0.0000,4.17
